Date,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified
30/9/2025,OPT,PSE,Gaza Strip,"31,46959259","34,43115108",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118871,16/10/2025,16/10/2025
30/9/2025,OPT,PSE,Gaza Strip,"31,45195058","34,41072475",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118874,16/10/2025,16/10/2025
29/9/2025,OPT,PSE,Gaza Strip,"31,2830204","34,2805069","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118734,13/10/2025,14/10/2025
29/9/2025,OPT,PSE,Gaza Strip,"31,4851626","34,4146933",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118897,16/10/2025,16/10/2025
28/9/2025,OPT,PSE,Gaza Strip,"31,3084659","34,2865698",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118694,12/10/2025,12/10/2025
26/9/2025,OPT,PSE,Gaza Strip,"31,3084659","34,2865698",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118693,12/10/2025,12/10/2025
26/9/2025,OPT,PSE,Gaza Strip,"31,29292744","34,24986744",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118735,13/10/2025,14/10/2025
7/4/2025,OPT,PSE,Gaza Strip,"31,35762911","34,26229312",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Attack On a Market/Restaurant/Supermarket/Bakery, Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",95484,2/5/2025,18/9/2025
25/9/2025,OPT,PSE,Gaza Strip,"31,4586131","34,4442171",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118898,16/10/2025,16/10/2025
24/9/2025,OPT,PSE,Gaza Strip,"31,29292744","34,24986744",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118736,13/10/2025,14/10/2025
23/9/2025,OPT,PSE,Gaza Strip,"31,3084659","34,2865698",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118692,12/10/2025,12/10/2025
23/9/2025,OPT,PSE,Gaza Strip,"31,2830204","34,2805069","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118738,13/10/2025,14/10/2025
21/9/2025,OPT,PSE,Gaza Strip,"31,29696129","34,28386597",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118739,13/10/2025,14/10/2025
21/9/2025,OPT,PSE,Gaza Strip,"31,4586131","34,4442171",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118899,16/10/2025,16/10/2025
20/9/2025,OPT,PSE,Gaza Strip,"31,29292744","34,24986744",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118687,11/10/2025,14/10/2025
20/9/2025,OPT,PSE,Gaza Strip,"31,29556779","34,28628222",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118722,12/10/2025,14/10/2025
20/9/2025,OPT,PSE,Gaza Strip,"31,30084829","34,28164583",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118740,13/10/2025,14/10/2025
20/9/2025,OPT,PSE,Gaza Strip,"31,45400028","34,41123966",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118873,16/10/2025,16/10/2025
19/9/2025,OPT,PSE,Gaza Strip,"31,29696129","34,28386597",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118685,11/10/2025,14/10/2025
17/9/2025,OPT,PSE,Gaza Strip,"31,29696129","34,28386597","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118683,11/10/2025,14/10/2025
16/9/2025,OPT,PSE,Gaza Strip,"31,4732506","34,4275729",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118802,14/10/2025,14/10/2025
16/9/2025,OPT,PSE,Gaza Strip,"31,45400028","34,41123966",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118872,16/10/2025,16/10/2025
15/9/2025,OPT,PSE,Gaza Strip,"31,29696129","34,28386597",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118679,11/10/2025,14/10/2025
15/9/2025,OPT,PSE,Gaza Strip,"31,3443293","34,3095897","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118691,12/10/2025,12/10/2025
14/9/2025,OPT,PSE,Gaza Strip,"31,29274408","34,24990063",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118672,11/10/2025,14/10/2025
13/9/2025,OPT,PSE,Gaza Strip,"31,29696129","34,28386597",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118677,11/10/2025,14/10/2025
13/9/2025,OPT,PSE,Gaza Strip,"31,47054616","34,43217935",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118813,14/10/2025,14/10/2025
12/9/2025,OPT,PSE,Gaza Strip,"31,27561659","34,25467579",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118670,11/10/2025,14/10/2025
12/9/2025,OPT,PSE,Gaza Strip,"31,54977","34,5024697",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118730,12/10/2025,13/10/2025
26/3/2025,OPT,PSE,Gaza Strip,"31,44821579","34,39340829",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems","Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints, Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",95347,30/4/2025,18/9/2025
11/9/2025,OPT,PSE,Gaza Strip,"31,27561659","34,25467579",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118669,11/10/2025,14/10/2025
11/9/2025,OPT,PSE,Gaza Strip,"31,54977","34,5024697",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118728,12/10/2025,13/10/2025
11/9/2025,OPT,PSE,Gaza Strip,"31,54977","34,5024697",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118729,12/10/2025,13/10/2025
11/9/2025,OPT,PSE,Gaza Strip,"31,4851626","34,4146933",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118811,14/10/2025,14/10/2025
11/9/2025,OPT,PSE,Gaza Strip,"31,44821579","34,39340829",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118812,14/10/2025,14/10/2025
11/9/2025,OPT,PSE,Gaza Strip,"31,45436631","34,41149717",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118896,16/10/2025,16/10/2025
25/9/2025,OPT,PSE,Gaza Strip,"31,504","34,4639",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,118048,5/10/2025,5/10/2025
10/9/2025,OPT,PSE,Gaza Strip,"31,3443293","34,3095897","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118659,11/10/2025,11/10/2025
10/9/2025,OPT,PSE,Gaza Strip,"31,46000339","34,4181057",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118875,16/10/2025,16/10/2025
9/9/2025,OPT,PSE,Gaza Strip,"31,2964479","34,28334916",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118676,11/10/2025,14/10/2025
9/9/2025,OPT,PSE,Gaza Strip,"31,3443293","34,3095897","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118690,12/10/2025,12/10/2025
8/9/2025,OPT,PSE,Gaza Strip,"31,3084659","34,2865698",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118658,11/10/2025,11/10/2025
7/9/2025,OPT,PSE,Gaza Strip,"31,3511","34,2934","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118712,12/10/2025,12/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,3443293","34,3095897","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118657,11/10/2025,11/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,2964479","34,28334916",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118675,11/10/2025,14/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,3511","34,2934","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118709,12/10/2025,12/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,3511","34,2934","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118713,12/10/2025,12/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,5417","34,5196","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118723,12/10/2025,13/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,47054616","34,43217935",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118799,14/10/2025,14/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,5740039","34,48161885","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118806,14/10/2025,14/10/2025
6/9/2025,OPT,PSE,Gaza Strip,"31,46000339","34,4181057",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118870,16/10/2025,16/10/2025
5/9/2025,OPT,PSE,Gaza Strip,"31,3443293","34,3095897","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118656,11/10/2025,11/10/2025
5/9/2025,OPT,PSE,Gaza Strip,"31,29908816","34,28147542",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118668,11/10/2025,14/10/2025
5/9/2025,OPT,PSE,Gaza Strip,"31,3511","34,2934","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118708,12/10/2025,12/10/2025
4/9/2025,OPT,PSE,Gaza Strip,"31,29930817","34,28489785",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118667,11/10/2025,14/10/2025
4/9/2025,OPT,PSE,Gaza Strip,"31,37857399","34,36730229",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118800,14/10/2025,14/10/2025
11/9/2025,OPT,PSE,Gaza Strip,"31,534","34,4574",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117926,5/10/2025,5/10/2025
3/9/2025,OPT,PSE,Gaza Strip,"31,3314","34,3004",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Food Production,Damage/Destruction Of Agricultural Land,117867,5/10/2025,5/10/2025
3/9/2025,OPT,PSE,Gaza Strip,"31,29292744","34,24986744",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118666,11/10/2025,14/10/2025
3/9/2025,OPT,PSE,Gaza Strip,"31,29791472","34,28781515",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118689,12/10/2025,12/10/2025
2/9/2025,OPT,PSE,Gaza Strip,"31,29791472","34,28781515",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118660,11/10/2025,11/10/2025
2/9/2025,OPT,PSE,Gaza Strip,"31,54977","34,5024697",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118716,12/10/2025,12/10/2025
2/9/2025,OPT,PSE,Gaza Strip,"31,47054616","34,43217935",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118801,14/10/2025,14/10/2025
1/9/2025,OPT,PSE,Gaza Strip,"31,29292744","34,24986744",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118664,11/10/2025,14/10/2025
1/9/2025,OPT,PSE,Gaza Strip,"31,3511","34,2934","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118715,12/10/2025,12/10/2025
1/9/2025,OPT,PSE,Gaza Strip,"31,30084829","34,28832825","(4) Province, State, Governorate",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118765,13/10/2025,14/10/2025
1/9/2025,OPT,PSE,Gaza Strip,"31,45524542","34,41467254",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118815,14/10/2025,14/10/2025
31/8/2025,OPT,PSE,Gaza Strip,"31,2830204","34,2805069",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117260,28/9/2025,6/10/2025
31/8/2025,OPT,PSE,Gaza Strip,"31,45326801","34,41018957",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117519,2/10/2025,3/10/2025
31/8/2025,OPT,PSE,Gaza Strip,"31,2984281","34,28609831",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118662,11/10/2025,14/10/2025
31/8/2025,OPT,PSE,Gaza Strip,"31,47054616","34,43217935",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118803,14/10/2025,14/10/2025
30/8/2025,OPT,PSE,Gaza Strip,"31,2984281","34,28609831",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117006,24/9/2025,11/10/2025
10/9/2025,OPT,PSE,Gaza Strip,"31,4389","34,3815",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117921,5/10/2025,5/10/2025
30/8/2025,OPT,PSE,Gaza Strip,"31,5475269","34,48922033",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117517,2/10/2025,3/10/2025
30/8/2025,OPT,PSE,Gaza Strip,"31,50267796","34,46484221",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117518,2/10/2025,3/10/2025
3/9/2025,OPT,PSE,Gaza Strip,"31,5349","34,4667",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117866,5/10/2025,5/10/2025
30/8/2025,OPT,PSE,Gaza Strip,"31,4203604","34,3721462","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118763,13/10/2025,14/10/2025
30/8/2025,OPT,PSE,Gaza Strip,"31,47054616","34,43217935",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118798,14/10/2025,14/10/2025
29/8/2025,OPT,PSE,Gaza Strip,"31,44821579","34,39340829",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117005,24/9/2025,26/9/2025
29/8/2025,OPT,PSE,Gaza Strip,"31,45443951","34,41189597",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117516,2/10/2025,3/10/2025
29/8/2025,OPT,PSE,Gaza Strip,"31,4178","34,3503",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,117817,5/10/2025,5/10/2025
29/8/2025,OPT,PSE,Gaza Strip,"31,3739","34,3409",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,117819,5/10/2025,5/10/2025
30/8/2025,OPT,PSE,Gaza Strip,"31,53560208","34,4470303",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117066,25/9/2025,4/10/2025
28/8/2025,OPT,PSE,Gaza Strip,"31,2830204","34,2805069",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117257,28/9/2025,6/10/2025
28/8/2025,OPT,PSE,Gaza Strip,"31,2830204","34,2805069",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117258,28/9/2025,6/10/2025
28/8/2025,OPT,PSE,Gaza Strip,"31,2830204","34,2805069",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117259,28/9/2025,6/10/2025
28/8/2025,OPT,PSE,Gaza Strip,"31,45443951","34,41189597",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117488,2/10/2025,3/10/2025
28/8/2025,OPT,PSE,Gaza Strip,"31,56625026","34,48265076",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117489,2/10/2025,3/10/2025
28/8/2025,OPT,PSE,Gaza Strip,"31,45436631","34,41149717",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118869,16/10/2025,16/10/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,30026158","34,29072684",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115845,11/9/2025,20/9/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,30114164","34,28660583",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117004,24/9/2025,25/9/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,29930817","34,28489785",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117086,25/9/2025,29/9/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,56625026","34,48265076",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117487,2/10/2025,3/10/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,45443951","34,41189597",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117525,2/10/2025,3/10/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,45443951","34,41189597",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117526,2/10/2025,3/10/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,53231141","34,50018294","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117527,2/10/2025,3/10/2025
27/8/2025,OPT,PSE,Gaza Strip,"31,4525","34,3756",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,UXO,Food Production,Damage/Destruction Of Agricultural Land,117804,5/10/2025,5/10/2025
26/8/2025,OPT,PSE,Gaza Strip,"31,30422178","34,28369622",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117003,24/9/2025,25/9/2025
26/8/2025,OPT,PSE,Gaza Strip,"31,3782508","34,3355147","(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction Of Commercial Food Transport,117462,2/10/2025,4/10/2025
26/8/2025,OPT,PSE,Gaza Strip,"31,45443951","34,41189597",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117520,2/10/2025,3/10/2025
30/8/2025,OPT,PSE,Gaza Strip,"31,534","34,4574",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117826,5/10/2025,5/10/2025
26/8/2025,OPT,PSE,Gaza Strip,"31,3740113","34,37071799",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118762,13/10/2025,14/10/2025
25/8/2025,OPT,PSE,Gaza Strip,"31,56625026","34,48265076",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117486,2/10/2025,2/10/2025
28/8/2025,OPT,PSE,Gaza Strip,"31,43847678","34,40347189",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",116973,24/9/2025,26/9/2025
25/8/2025,OPT,PSE,Gaza Strip,"31,3740113","34,37071799",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118750,13/10/2025,14/10/2025
25/8/2025,OPT,PSE,Gaza Strip,"31,4586131","34,4442171",(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118756,13/10/2025,14/10/2025
24/8/2025,OPT,PSE,Gaza Strip,"31,29886814","34,28073305",(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117002,24/9/2025,25/9/2025
